序,學校名稱,系所名稱,學制名稱,班級名稱,學號,入學方式,原具身份,招生類別,郵遞區號,畢業學校,前畢業科系
139,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SE4F1D08E8,甄選入學,甄選一般生,商管群,717,臺南市國立新豐高中,綜合高中部
140,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S5A6DD9324,甄選入學,甄選一般生,外語群英語類,632,臺中市私立嶺東高中,應用英語科
141,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S72A2CE624,甄選入學,甄選一般生,外語群英語類,435,臺中市私立嶺東高中,應用英語科
142,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S0D16BFE7B,甄選入學,甄選一般生,外語群英語類,647,雲林縣國立斗六家商,應用英語科
143,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SC5821631E,甄選入學,甄選一般生,外語群英語類,640,雲林縣國立斗六家商,應用英語科
144,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SEB6A1E6E2,甄選入學,甄選一般生,外語群英語類,647,雲林縣國立斗六家商,應用英語科
145,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S74EBAEB7C,聯合登記分發,聯登一般生,商管群,234,台北市市立士林高商,資料處理科
146,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S06A55A47A,聯合登記分發,聯登一般生,商管群,238,台北縣鶯歌工商,資料處理科
147,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S9E28DCF6A,聯合登記分發,聯登一般生,商管群,334,桃園縣國立中壢高商,資料處理科
148,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SDE5504EFE,聯合登記分發,聯登一般生,商管群,300,新竹市私立磐石高中,資料處理科
149,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S751940423,聯合登記分發,聯登一般生,商管群,428,臺中市私立新民高中,國際貿易科
150,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SDFBD1DDED,聯合登記分發,聯登一般生,商管群,711,臺南市國立新豐高中,綜合高中部
151,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S1B4F7DBCE,聯合登記分發,聯登一般生,商管群,722,臺南市國立北門農工,電子商務(處理)科
152,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SF582F7F5C,聯合登記分發,聯登一般生,商管群,730,臺南市國立新營高中,電子商務(處理)科
153,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SB1D113FE7,聯合登記分發,聯登一般生,商管群,429,高雄縣私立高苑工商,綜合高中部
154,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S0FC6F11C1,聯合登記分發,聯登一般生,外語群英語類,221,台北縣國立瑞芳高工,應用英語科
155,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SA507231D9,聯合登記分發,聯登一般生,外語群英語類,408,臺中市私立嶺東高中,應用英語科
156,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,SBF0846AD5,聯合登記分發,聯登一般生,外語群英語類,428,臺中市私立新民高中,應用英語科
157,國立澎湖科技大學,航運管理系,四技日間部,日間部四技航運管理系一甲,S071F84921,聯合登記分發,聯登一般生,外語群英語類,643,雲林縣國立西螺農工,應用英語科
158,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S925FBD8E2,身心障礙單招,一般生,,830,高雄市市立中正高工,電機科
159,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S9D007F1CE,繁星推甄,繁星生,商管群,231,台北市幼華高級中學,資料處理科
160,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S23F51B854,繁星推甄,繁星生,商管群,811,高雄市立楠梓高中,綜合高中部
161,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SD40D2EF4C,技優甄審,技優生,電子類,221,新北市立樟樹國際實創高級中學,資訊科
162,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S2F91E69A4,甄選入學,甄選一般生,電機與電子群資電類,932,臺南市國立北門農工,電子科
163,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SC68B92896,甄選入學,甄選一般生,商管群,350,苗栗縣國立苗栗高商,國際貿易科
164,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S4D1F30981,甄選入學,甄選一般生,商管群,721,臺南市國立曾文家商,資料處理科
165,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S3E5489F7A,甄選入學,甄選一般生,商管群,880,澎湖縣國立馬公高中,資料處理科
166,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SE1C37C3E6,聯合登記分發,聯登一般生,電機與電子群資電類,251,台北縣國立淡水商工,電子科
167,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SD467C6C24,聯合登記分發,聯登一般生,電機與電子群資電類,236,新北市立新北高工,資訊科
168,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S33958D59F,聯合登記分發,聯登一般生,電機與電子群資電類,326,桃園縣私立治平高中,資訊科
169,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SCE3EA8278,聯合登記分發,聯登一般生,電機與電子群資電類,327,桃園縣國立楊梅高中,資訊科
170,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S60A92EDAA,聯合登記分發,聯登一般生,電機與電子群資電類,326,桃園縣私立六和高中,資訊科
171,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S7ECD88BE7,聯合登記分發,聯登一般生,電機與電子群資電類,310,新竹縣私立內思高工,資訊科
172,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S3FAD8160F,聯合登記分發,聯登一般生,電機與電子群資電類,407,台中縣國立沙鹿高工,資訊科
173,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SEF3F77E53,聯合登記分發,聯登一般生,電機與電子群資電類,807,高雄市市立中正高工,電子科
174,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S004B8BDC6,聯合登記分發,聯登一般生,電機與電子群資電類,880,澎湖縣國立澎湖海事高職,電子科
175,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S06E63991C,聯合登記分發,聯登一般生,商管群,116,台北市市立松山家商,商業經營科
176,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SEBCE9390B,聯合登記分發,聯登一般生,商管群,241,台北縣國立三重商工,資料處理科
177,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S49CA158E4,聯合登記分發,聯登一般生,商管群,320,桃園縣國立中壢高商,資料處理科
178,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S75E1F6912,聯合登記分發,聯登一般生,商管群,320,桃園縣國立中壢高商,國際貿易科
179,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SA1D1DF9C3,聯合登記分發,聯登一般生,商管群,640,雲林縣國立北港高中,資訊科
180,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,S13ECB7A35,聯合登記分發,聯登一般生,商管群,651,雲林縣國立北港高中,資料處理科
181,國立澎湖科技大學,資訊管理系,四技日間部,日間部四技資訊管理系一甲,SC7BBB0969,聯合登記分發,聯登一般生,商管群,813,高雄市市立三民家商,資料處理科
182,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S94819A5DE,海外聯招,僑生,,,,
183,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S4D2D7DAF2,技優甄審,技優生,餐旅類,811,高雄市立楠梓高中,綜合高中部
184,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S67BC1C611,甄選入學,甄選一般生,商管群,515,彰化縣國立員林家商,國際貿易科
185,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S158C7AB01,甄選入學,甄選一般生,商管群,300,新竹市私立磐石高中,資料處理科
186,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S80E297CD7,甄選入學,甄選一般生,商管群,330,桃園縣私立新興高中,國際貿易科
187,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SBC9A0645E,甄選入學,甄選一般生,商管群,811,高雄市市立三民家商,資料處理科
188,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SCB5D924B1,甄選入學,甄選一般生,商管群,310,新竹市私立光復高中,資料處理科
189,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SD99FDCE28,甄選入學,甄選一般生,商管群,633,雲林縣國立土庫商工,商業經營科
190,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S3D778E9C5,甄選入學,甄選一般生,餐旅群,412,台中縣私立僑泰高中,餐飲管理科
191,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SE5D573A3B,甄選入學,甄選一般生,餐旅群,412,台中縣私立僑泰高中,餐飲管理科
192,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SEF7B5A82E,甄選入學,甄選一般生,餐旅群,402,台中縣私立僑泰高中,餐飲管理科
193,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SB41343E7A,甄選入學,甄選一般生,餐旅群,701,臺南市光華高級中學,餐飲管理科
194,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SBEEFC473E,甄選入學,甄選一般生,餐旅群,411,台中縣私立僑泰高中,餐飲管理科
195,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SACC9F6A99,甄選入學,甄選一般生,餐旅群,406,臺中市私立新民高中,觀光事業科
196,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SF0D274C7D,甄選入學,甄選一般生,餐旅群,881,澎湖縣國立馬公高中,觀光事業科
197,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SAC219DD60,甄選入學,甄選離島生,餐旅群,880,澎湖縣國立馬公高中,觀光事業科
198,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S3F742F440,甄選入學,甄選一般生,餐旅群,408,台中縣私立明道高中,觀光事業科
199,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SDB96A60C8,聯合登記分發,聯登一般生,商管群,406,台中縣國立豐原高商,商業經營科
200,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SD587AD7B7,聯合登記分發,聯登一般生,餐旅群,234,台北縣私立智光商工,餐飲管理科
201,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S8AADC4ADA,聯合登記分發,聯登一般生,餐旅群,236,台北縣私立樹人家商,餐飲管理科
202,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SED373DB96,聯合登記分發,聯登一般生,餐旅群,320,桃園市立羅浮高級中學,觀光事業科
203,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S5B597E211,聯合登記分發,聯登一般生,餐旅群,320,桃園縣私立新興高中,觀光事業科
204,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SAAE61A3DD,聯合登記分發,聯登一般生,餐旅群,338,桃園縣私立新興高中,觀光事業科
205,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SF11B783A7,聯合登記分發,聯登一般生,餐旅群,333,桃園縣私立振聲高中,觀光事業科
206,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S7C1F70DEC,聯合登記分發,聯登一般生,餐旅群,326,桃園縣私立永平工商,餐飲管理科
207,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S5F1431EFB,聯合登記分發,聯登一般生,餐旅群,326,桃園縣私立永平工商,餐飲管理科
208,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,SBD29FC2AB,聯合登記分發,聯登一般生,餐旅群,337,桃園縣私立永平工商,餐飲管理科
209,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S3C43D91D7,聯合登記分發,聯登一般生,餐旅群,305,新竹縣私立忠信高中,綜合高中部
210,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一甲,S53C8AEFF9,聯合登記分發,聯登一般生,餐旅群,426,台中市國立台中高農,觀光事業科
211,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,SA4A9B255B,繁星推甄,繁星生,餐旅群,412,台中縣私立大明高中,餐飲管理科
212,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,S3A5AF3AE3,技優甄審,技優生,商業類,524,彰化縣私立文興高中,綜合高中部
213,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,S863A850D6,技優甄審,技優生,餐旅類,237,台北縣私立南強工商,觀光事業科
214,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,SAFBC41ACD,甄選入學,甄選離島生,餐旅群,884,澎湖縣國立馬公高中,觀光事業科
215,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,S1755FF2B0,甄選入學,甄選離島生,餐旅群,880,澎湖縣國立馬公高中,觀光事業科
216,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,SCB3F349B9,甄選入學,甄選一般生,餐旅群,885,澎湖縣國立馬公高中,觀光事業科
217,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,S11C2D10E5,甄選入學,甄選一般生,餐旅群,306,新竹縣國立關西高中,綜合高中部
218,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,SE792F446C,甄選入學,甄選一般生,餐旅群,220,台北縣國立淡水商工,餐飲管理科
219,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,SAB84AD13E,甄選入學,甄選一般生,餐旅群,406,台中縣私立明道高中,餐飲管理科
220,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,SBAC0721FB,甄選入學,甄選一般生,餐旅群,408,台中縣私立明道高中,觀光事業科
221,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,SB807B7652,甄選入學,甄選一般生,餐旅群,412,臺中市明德高級中學,餐飲管理科
222,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,S1F2EAC4A1,甄選入學,甄選一般生,餐旅群,421,台中縣私立明道高中,觀光事業科
223,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,S4E7280A0C,甄選入學,甄選一般生,餐旅群,320,桃園縣私立育達高中,觀光事業科
224,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,S3293CDD97,甄選入學,甄選一般生,餐旅群,337,桃園縣私立育達高中,觀光事業科
225,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,S46AB6A696,甄選入學,甄選一般生,餐旅群,408,臺中市葳格高級中學,餐飲管理科
226,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,SCEA8D2FF4,甄選入學,甄選一般生,餐旅群,406,台中市國立台中高農,餐飲管理科
227,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,S45CAE111D,甄選入學,甄選一般生,餐旅群,710,臺南市國立曾文家商,餐飲管理科
228,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,SFBC0F30D8,甄選入學,甄選一般生,餐旅群,330,桃園縣私立永平工商,餐飲管理科
229,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,S722414F9D,聯合登記分發,聯登一般生,餐旅群,302,苗栗縣立三義高級中學,綜合高中部
230,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,S9D70CFA4F,聯合登記分發,聯登一般生,餐旅群,433,臺中市私立嶺東高中,觀光事業科
231,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,S40049AB09,聯合登記分發,聯登一般生,餐旅群,600,彰化縣國立彰化高商,資料處理科
232,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,S265C82266,聯合登記分發,聯登一般生,餐旅群,701,國立台南高級商業職業學校,觀光事業科
233,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,SA51DD1C23,聯合登記分發,聯登一般生,餐旅群,718,臺南市亞洲高級餐旅職業學校,餐飲管理科
234,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,SD4E75CF13,聯合登記分發,聯登一般生,餐旅群,807,高雄市立楠梓高中,綜合高中部
235,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,SF3B032EAD,聯合登記分發,聯登一般生,餐旅群,806,高雄市市立中正高工,製圖科
236,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,S27B14DA92,聯合登記分發,聯登一般生,餐旅群,830,高雄縣私立中山工商,餐飲管理科
237,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,S982A5A997,聯合登記分發,聯登一般生,餐旅群,881,澎湖縣國立馬公高中,觀光事業科
238,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,S183354A63,聯合登記分發,聯登一般生,餐旅群,880,澎湖縣國立澎湖海事高職,餐飲管理科
239,國立澎湖科技大學,觀光休閒系,四技日間部,日間部四技觀光休閒系一乙,SDA9F8D104,聯合登記分發,聯登一般生,餐旅群,885,澎湖縣國立馬公高中,觀光事業科
240,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,S1301735FF,繁星推甄,繁星生,食品群,721,臺南市國立曾文農工,食品加工科
241,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,S8B40E6448,甄選入學,甄選一般生,食品群,724,臺南市國立北門農工,食品加工科
242,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,SA952AE32E,甄選入學,甄選一般生,食品群,724,臺南市國立北門農工,食品加工科
243,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,S64726A18A,甄選入學,甄選一般生,食品群,722,臺南市國立北門農工,食品加工科
244,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,S260F73BD3,甄選入學,甄選一般生,食品群,710,臺南市國立北門農工,食品加工科
245,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,SAEE47C968,甄選入學,甄選一般生,食品群,615,嘉義縣國立東石高中,食品加工科
246,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,SD660AC36C,甄選入學,甄選一般生,食品群,820,臺南市國立曾文農工,烘焙食品科
247,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,S6D78DD179,甄選入學,甄選一般生,食品群,510,彰化縣國立員林農工,食品加工科
248,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,S1CABDF1CE,甄選入學,甄選一般生,食品群,358,苗栗縣國立大湖農工,食品加工科
249,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,S64BE359CB,甄選入學,甄選一般生,食品群,516,彰化縣國立員林農工,食品加工科
250,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,S3151BA3C5,甄選入學,甄選一般生,食品群,303,苗栗縣國立大湖農工,食品加工科
251,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,S34BAD9A38,甄選入學,甄選一般生,食品群,350,苗栗縣國立大湖農工,食品加工科
252,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,S165AB09B5,甄選入學,甄選一般生,食品群,304,苗栗縣國立大湖農工,食品加工科
253,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,S39DF5F828,甄選入學,甄選離島生,食品群,880,澎湖縣國立澎湖海事高職,水產食品科
254,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,S2DBD564FD,甄選入學,甄選一般生,食品群,353,苗栗縣國立苗栗農工,食品加工科
255,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,SB043A5E12,甄選入學,甄選一般生,食品群,357,苗栗縣國立苗栗農工,食品加工科
256,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,S8CAD4733E,聯合登記分發,聯登一般生,食品群,204,基隆市國立基隆海事,食品科
257,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,S42EFE02D8,聯合登記分發,聯登一般生,食品群,366,苗栗縣國立大湖農工,食品加工科
258,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,S47EAA89AF,聯合登記分發,聯登一般生,食品群,401,台中縣國立霧峰農工,食品加工科
259,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,SAE7F3E482,聯合登記分發,聯登一般生,食品群,503,彰化縣國立員林農工,食品加工科
260,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,S7BEB51578,聯合登記分發,聯登一般生,食品群,652,嘉義縣國立東石高中,食品加工科
261,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,S7A826A97E,聯合登記分發,聯登一般生,食品群,613,嘉義縣國立東石高中,食品加工科
262,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,S0B3602C59,聯合登記分發,聯登一般生,食品群,608,嘉義縣國立民雄農工,食品加工科
263,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,S94381EA62,聯合登記分發,聯登一般生,食品群,611,嘉義縣國立東石高中,食品加工科
264,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,S517B2E9F3,聯合登記分發,聯登一般生,食品群,722,臺南市國立北門農工,食品加工科
265,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,SB6E9D97EB,聯合登記分發,聯登一般生,食品群,712,臺南市國立臺南海事,烘焙食品科
266,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,SB057C2947,聯合登記分發,聯登一般生,食品群,826,高雄縣國立岡山農工,食品加工科
267,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,S459C06E86,聯合登記分發,聯登一般生,食品群,806,高雄縣國立岡山農工,食品加工科
268,國立澎湖科技大學,食品科學系,四技日間部,日間部四技食品科學系一甲,SD496429CD,聯合登記分發,聯登一般生,食品群,824,高雄縣國立旗山農工,食品加工科
269,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,SE8E2118AB,高中生申請入學,一般生,,880,澎湖縣國立馬公高中,普通科
270,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,SFD13FF029,繁星推甄,繁星生,電機與電子群,714,臺南市國立玉井工商,電子科
271,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,SA4D7473DD,繁星推甄,繁星生,電機與電子群,551,台中縣私立青年高中,水電技術科
272,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,S41D008AF5,技優甄審,技優生,電機類,830,高雄市市立中正高工,冷凍科
273,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,SB30B84D02,技優甄審,技優生,電機類,830,高雄市市立中正高工,冷凍科
274,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,SCB873ADA5,技優甄審,技優生,電機類,831,高雄縣私立中山工商,電機科
275,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,S2C82F317A,技優甄審,技優生,電機類,264,宜蘭縣國立羅東高工,電機科
276,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,S47FA79B3B,技優甄審,技優生,電子類,221,新北市立樟樹國際實創高級中學,資訊科
277,國立澎湖科技大學,電信工程系,四技日間部,日間部四技電信工程系一甲,S5D1861788,甄選入學,甄選一般生,電機與電子群資電類,702,臺南市國立北門農工,電子科
